x,y,z,aream2,_CLASE
-86.95478199,20.73389062,-5.4,1047.572971,Macroalgae
-86.95496859,20.73419197,-5.6,310.780541,Macroalgae
-86.95602166,20.73414431,-4.4,418.186583,Macroalgae
-86.95899698,20.73043543,-0.3,87.301749,Corals
-86.95866986,20.73068971,-0.6,139.682301,Corals
-86.95713534,20.73121568,-1.9,69.840049,Corals
-86.95784069,20.73130998,-0.6,197.920409,Corals
-86.95769048,20.7312875,-1.5,261.901594,Corals
-86.95799559,20.73147019,-0.6,122.221082,Corals
-86.95560468,20.73156096,-6.2,860.318783,Corals
-86.95606523,20.73171858,MISS,1099.96856,Corals
-86.95700069,20.73186624,-1.1,69.839902,Corals
-86.95596333,20.73197441,-4.1,69.839179,Corals
-86.95649804,20.73182055,-2.6,838.074668,Corals
-86.95705183,20.73212227,-0.8,157.139813,Corals
-86.95597424,20.73218739,MISS,122.218534,Corals
-86.95784291,20.73232095,-0.7,349.202201,Corals
-86.95595936,20.73239367,-4.1,174.59785,Corals
-86.95630897,20.73244436,-2.6,69.839377,Corals
-86.95620661,20.7331171,-2.1,384.115847,Corals
-86.95526392,20.73325331,-5,157.13682,Corals
-86.95667366,20.73349262,-0.8,104.759308,Corals
-86.9549639,20.73370603,-5.3,104.757516,Corals
-86.95446443,20.73374506,-5.8,69.837998,Corals
-86.95554444,20.73307917,-4.3,8153.682801,Corals
-86.95737951,20.733922,-2.4,139.679965,Corals
-86.95518476,20.73390941,-4.6,209.515457,Corals
-86.95557615,20.73397501,-3.8,419.032498,Corals
-86.95644631,20.73381972,-1,5702.383877,Corals
-86.95531464,20.73414126,-4.6,296.813849,Corals
-86.95408057,20.7343238,-7.5,67.501125,Corals
-86.95442971,20.73436071,-5.9,646.000796,Corals
-86.95752793,20.73025797,-3,226.981229,S&B
-86.95808005,20.73041172,-0.7,157.141713,S&B
-86.95756364,20.73049679,-2.3,122.22071,S&B
-86.95865279,20.7305727,-0.6,109.488957,S&B
-86.96021536,20.73023531,-0.8,2165.110319,S&B
-86.95730835,20.730782,-2.4,69.840205,S&B
-86.95904203,20.73079598,-0.6,69.841395,S&B
-86.95821688,20.73093894,-0.3,4186.713018,S&B
-86.95565606,20.73164903,-5.9,69.838997,S&B
-86.95577128,20.73177557,-5.5,104.758595,S&B
-86.95772744,20.73193569,-0.6,261.901475,S&B
-86.95834735,20.73205,-1,1501.576915,S&B
-86.9576764,20.73230012,-0.6,384.121825,S&B
-86.95545729,20.73257668,-5.2,209.516365,S&B
-86.95517934,20.73273322,-5.7,174.59643,S&B
-86.95577649,20.73277597,-4.3,244.436432,S&B
-86.9553135,20.73352332,-4.5,401.571968,S&B
-86.95680801,20.73392638,-2.6,69.839594,S&B
-86.95630872,20.73386745,-2.9,995.209421,S&B
-86.95732974,20.73395612,-2.6,293.888511,S&B
-86.95438743,20.73428418,-6.8,104.756847,S&B
-86.95890296,20.7300053,-0.6,17.460342,Corals
-86.95886452,20.73009565,-0.6,34.920667,Corals
-86.95855713,20.73024015,-0.6,34.920555,Corals
-86.95744294,20.73034831,-3,34.920166,Corals
-86.95840338,20.73049312,MISS,34.920493,Corals
-86.959018,20.73081856,-0.6,34.920689,Corals
-86.95867223,20.73081848,-0.6,34.92057,Corals
-86.95673198,20.73105294,-3.6,34.919893,Corals
-86.95803815,20.73137855,-0.6,34.920328,Corals
-86.95771349,20.73144594,-0.6,261.901577,Corals
-86.95665491,20.73188422,-2.2,34.919831,Corals
-86.95813403,20.73199302,-0.8,52.380503,Corals
-86.95607858,20.73199251,-4.1,34.919628,Corals
-86.95773062,20.73202907,-0.7,34.920195,Corals
-86.95615538,20.7321371,-3.5,34.919649,Corals
-86.95561746,20.73228154,-5.3,34.919457,Corals
-86.9576921,20.73239049,-0.7,34.920166,Corals
-86.95701975,20.73239033,-0.7,17.459968,Corals
-86.95607844,20.73246238,-3.3,34.919608,Corals
-86.95596317,20.73249849,-4.1,34.919567,Corals
-86.95546358,20.73296823,-4.5,34.919375,Corals
-86.955963,20.73311293,-2.7,34.919541,Corals
-86.95433001,20.73358238,-7.7,52.378439,Corals
-86.95717307,20.73365539,-1,17.459967,Corals
-86.9560781,20.73365512,-1.8,34.919558,Corals
-86.95519433,20.73401633,-4.6,34.919238,Corals
-86.95970591,20.72558477,MISS,58.771459,Macroalgae
-86.96130294,20.72582824,-5,366.677704,Macroalgae
-86.96082486,20.72637029,-5.1,314.293489,Macroalgae
-86.95845612,20.7268477,-10.8,202.106082,Macroalgae
-86.95872264,20.72661957,-9.5,1272.1852,Macroalgae
-86.95767423,20.72768865,-12.6,254.523847,Macroalgae
-86.95802017,20.72965616,-3.5,453.965152,Macroalgae
-86.95961435,20.72763805,-4.8,69.842058,Corals
-86.95886418,20.7278726,MISS,155.854849,Corals
-86.9585968,20.72831022,-5.6,101.765848,Corals
-86.95711439,20.72978755,-6,257.278662,Corals
-86.95698983,20.72993847,-5.7,416.9339,Corals
-86.96095861,20.72595716,-5.7,176.749596,S&B
-86.96010855,20.72670017,-5.9,387.724831,S&B
-86.95976817,20.72709593,-6,69.84221,S&B
-86.95933659,20.72747881,-5.9,294.427192,S&B
-86.95876898,20.72805336,-6.3,191.785995,S&B
-86.95861314,20.72814945,-6.2,215.201789,S&B
-86.95842584,20.72850865,-5.5,466.143811,S&B
-86.95827822,20.72880187,-5.6,218.784024,S&B
-86.95817532,20.72893384,-5.8,181.264921,S&B
-86.96251285,20.72561243,-1.4,100895.9466,S&B
-86.95765013,20.72933791,-5.9,228.695945,S&B
-86.95757982,20.72952969,-5.8,151.499611,S&B
-86.95724809,20.72953265,-6.8,186.573609,S&B
-86.95750075,20.72969774,-5.2,69.840431,S&B
-86.95788716,20.72966725,-4.3,453.964525,S&B
-86.95814605,20.72974858,-2.9,7288.490725,S&B
-86.95724469,20.72822219,-12.8,267.083223,Octocorals_&_corals
-86.95708531,20.72839225,-13.5,46.206454,Octocorals_&_corals
-86.95688,20.72864132,-13.1,1.85812,Octocorals_&_corals
-86.95867292,20.72827035,-5.7,17.460339,Corals
-86.96462384,20.72595775,-0.9,2822.409827,Sediments
-86.96417714,20.72641649,-0.9,296.532823,Sediments
-86.96389831,20.72641821,-0.5,331.764259,Sediments
-86.96324917,20.72682494,-0.7,907.980168,Sediments
-86.96222072,20.72800573,-0.6,279.375275,Sediments
-86.9621702,20.72838523,-0.6,279.375009,Sediments
-86.96193236,20.72842061,-0.6,384.139769,Sediments
-86.96138117,20.7293711,-0.7,279.372519,Sediments
-86.96174962,20.72545619,-4.6,471.44499,Macroalgae
-86.96144155,20.7260855,-3.6,523.825843,Macroalgae
-86.96203099,20.7263636,-0.7,3020.745504,Macroalgae
-86.96149774,20.72692377,-0.8,1431.790033,Macroalgae
-86.96025571,20.72714854,-4.4,366.673348,Macroalgae
-86.95948283,20.72795713,-4.2,331.749229,Macroalgae
-86.95908849,20.72845773,-3.5,384.128972,Macroalgae
-86.95944997,20.72875621,-1.3,419.051059,Macroalgae
-86.95963517,20.72880731,-0.8,523.814808,Macroalgae
-86.96180472,20.7256145,-3.5,69.843737,Corals
-86.96280162,20.72579363,-0.6,87.305506,Corals
-86.9614909,20.72587045,-3.9,104.765243,Corals
-86.96203196,20.72588262,-2.1,104.765811,Corals
-86.96264982,20.72601227,-0.6,69.844286,Corals
-86.96238083,20.72624715,-0.6,104.766114,Corals
-86.9611514,20.72642759,-3.7,69.843218,Corals
-86.96097366,20.72663086,-3,69.843077,Corals
-86.96068066,20.72691242,-3.2,104.764275,Corals
-86.96013303,20.72751167,-3.2,122.224245,Corals
-86.95992541,20.72758252,-3.6,226.987403,Corals
-86.96020978,20.72785506,-1.6,69.842453,Corals
-86.95934529,20.72810786,-4.1,69.841833,Corals
-86.96043507,20.72824967,-0.6,261.909627,Corals
-86.9599733,20.72863209,-0.6,174.605544,Corals
-86.95970823,20.72893452,-0.6,366.670559,Corals
-86.95826923,20.72933649,-3.5,69.840989,Corals
-86.95848435,20.72944678,-2.6,87.301413,Corals
-86.96281184,20.72592216,-0.6,674.315667,S&B
-86.96274798,20.72619334,-0.2,91.393049,S&B
-86.96157459,20.72703032,-0.6,226.991241,S&B
-86.96147348,20.72723086,-0.3,157.147591,S&B
-86.96106952,20.72736279,-0.7,69.843084,S&B
-86.96125979,20.72752478,-0.6,325.974862,S&B
-86.96109024,20.72775053,-0.3,135.674183,S&B
-86.96097112,20.72798018,-0.3,269.424643,S&B
-86.96057469,20.72810815,-0.6,69.842679,S&B
-86.96149731,20.72874758,-0.6,4662.039274,S&B
-86.95997886,20.72940918,-0.4,104.763238,S&B
-86.95959787,20.72923267,-0.6,6528.628883,S&B
-86.96224657,20.72543388,-3,34.922026,Corals
-86.96224654,20.72554232,-2.5,34.922023,Corals
-86.96270751,20.72575928,-0.6,34.922171,Corals
-86.96193639,20.72580816,-2.7,122.226666,Corals
-86.96305329,20.72588591,-0.6,17.356905,Corals
-86.96109382,20.72622879,-4.4,34.921598,Corals
-86.96220517,20.72639685,-0.6,122.226902,Corals
-86.96128587,20.72640955,-3.1,34.921656,Corals
-86.96143953,20.72644573,-2.2,34.921707,Corals
-86.9620542,20.72653623,-0.6,17.460958,Corals
-86.96201577,20.72660851,-0.6,17.460949,Corals
-86.9620926,20.72664467,-0.6,17.460962,Corals
-86.96197734,20.72664464,-0.6,17.460942,Corals
-86.96182362,20.7268434,-0.3,34.921823,Corals
-86.96090157,20.72687933,-2.7,34.921504,Corals
-86.96155464,20.72702406,-0.6,34.921721,Corals
-86.9612857,20.72709628,-0.9,34.921627,Corals
-86.96136248,20.72729509,MISS,17.460822,Corals
-86.95997941,20.72729477,-4.6,17.460585,Corals
-86.96134645,20.72738846,-0.6,52.382453,Corals
-86.96109353,20.72738539,-0.6,34.921549,Corals
-86.96007856,20.72767732,-2.9,52.38178,Corals
-86.95986403,20.72778269,-2.7,34.921109,Corals
-86.96059388,20.72818044,-0.6,34.921343,Corals
-86.96009435,20.72850562,-0.6,34.921159,Corals
-86.96003671,20.72855982,-0.6,34.921135,Corals
-86.96003667,20.72870439,MISS,34.921129,Corals
-86.9599214,20.72877665,-0.6,104.763259,Corals
-86.95878803,20.72879446,-3.4,34.920696,Corals
-86.95890328,20.72883063,-2.9,34.920732,Corals
-86.95963314,20.72922838,-0.6,34.92097,Corals
-86.95913352,20.72984271,-0.6,34.92077,Corals
-86.95901826,20.72987882,-0.6,34.920731,Corals
-86.9646967,20.72121389,-10.3,646.076492,Macroalgae
-86.96472266,20.72101746,-12,1209.654128,Macroalgae
-86.96235543,20.72300397,-10.8,1531.22243,Macroalgae
-86.96039165,20.72492381,-10.9,104.797501,Macroalgae
-86.96095091,20.72514007,-6.8,576.206338,Macroalgae
-86.96026916,20.72522863,-9.3,314.292211,Macroalgae
-86.96004728,20.72526028,-9.6,29.458038,Macroalgae
-86.96649422,20.72394175,-0.3,432.232775,Corals
-86.96633899,20.72138663,-5.1,69.847215,S&B
-86.96682871,20.72123959,-4.5,1283.466056,S&B
-86.9666655,20.72154633,-4.1,104.77114,S&B
-86.9662772,20.72159776,MISS,344.969943,S&B
-86.96659104,20.7216555,-4.1,139.694734,S&B
-86.96672114,20.72180597,-2.8,87.309301,S&B
-86.96630184,20.721841,-3.6,122.232515,S&B
-86.96583081,20.72178871,-4.9,490.653767,S&B
-86.96561277,20.72202059,-4.8,136.249103,S&B
-86.96507193,20.72232504,-4.9,370.407918,S&B
-86.96482451,20.72236312,-5.3,149.459542,S&B
-86.96478042,20.72256325,-4.8,139.692082,S&B
-86.96404851,20.72307465,-4.8,414.346595,S&B
-86.96355546,20.72346659,-5.1,907.34878,S&B
-86.96230542,20.72378767,-7.3,101005.2044,Octocorals
-86.96359524,20.72173399,-12.6,7.863556,Octocorals_&_corals
-86.9631991,20.72223687,-11.1,667.382813,Octocorals_&_corals
-86.96213186,20.72324716,-10.3,17.461041,Corals
-86.96813701,20.7230371,-1,47.311991,Seagrass_com
-86.96762868,20.72283406,-0.6,331.777908,Sediments
-86.96735909,20.72327842,-0.4,820.711157,Sediments
-86.96766724,20.72334328,-0.4,715.941634,Sediments
-86.96795535,20.72349688,-0.5,485.102662,Sediments
-86.96671545,20.72364681,-0.4,558.778269,Sediments
-86.96560258,20.72424495,-0.7,441.999712,Sediments
-86.96498532,20.72465497,-0.5,523.845092,Sediments
-86.9655074,20.72473651,-0.4,1309.619167,Sediments
-86.96491721,20.72533577,-0.5,857.228124,Sediments
-86.96522255,20.72282512,-2.5,1414.388047,Macroalgae
-86.96452846,20.72324583,-3,409.569001,Macroalgae
-86.96541399,20.7233111,-0.7,523.848138,Macroalgae
-86.96392968,20.72374705,-3.6,436.533464,Macroalgae
-86.96460793,20.72389283,-0.9,1274.686071,Macroalgae
-86.96307248,20.72447159,-3.4,541.296489,Macroalgae
-86.96352653,20.72476279,-0.8,698.449892,Macroalgae
-86.96869931,20.72107402,-0.6,145.532367,Corals
-86.96675636,20.72324925,-0.4,279.389361,Corals
-86.96572149,20.72327728,-0.6,139.69327,Corals
-86.96399498,20.72380779,-2.7,69.845397,Corals
-86.9644174,20.7244223,-0.2,69.754856,Corals
-86.96578295,20.72454791,-0.6,271.047855,Corals
-86.96397096,20.72466151,-0.7,436.53315,Corals
-86.96376617,20.72473302,-0.7,87.306448,Corals
-86.96268056,20.72493936,-2.9,401.605226,Corals
-86.96361051,20.72500949,-0.6,209.535062,Corals
-86.96867828,20.72092039,-0.6,1187.298083,S&B
-86.96830095,20.72155173,-0.3,124.687193,S&B
-86.96685755,20.72171504,-2.7,157.156973,S&B
-86.96738338,20.72172343,-1.3,139.695819,S&B
-86.96691512,20.7219289,-1.9,69.847566,S&B
-86.96803365,20.7218018,-0.3,940.114185,S&B
-86.96620665,20.72200477,-3.4,296.850059,S&B
-86.96770724,20.72211195,-0.2,83.986167,S&B
-86.96733514,20.72211398,-0.7,331.77722,S&B
-86.96752326,20.72218329,-0.2,356.014086,S&B
-86.96708791,20.72234459,-0.6,87.309586,S&B
-86.96719785,20.72245316,-0.6,116.287365,S&B
-86.96688898,20.72272102,-0.3,73.625089,S&B
-86.96630347,20.72276611,-0.7,104.7706,S&B
-86.96636212,20.72293981,-0.6,157.155976,S&B
-86.96580072,20.72328407,-0.6,174.616709,S&B
-86.96577338,20.72351585,-0.2,354.020396,S&B
-86.96553279,20.7235949,-0.2,326.059032,S&B
-86.96482187,20.72409727,MISS,73.961812,S&B
-86.96257334,20.72453036,-4.6,69.844357,S&B
-86.96426068,20.72455964,-0.2,273.911323,S&B
-86.96405239,20.72470752,-0.6,122.229382,S&B
-86.96395808,20.72496569,-0.2,54.594133,S&B
-86.96766446,20.7209893,-2.9,34.92408,Corals
-86.96877852,20.72115216,-0.7,52.38668,Corals
-86.9672418,20.72135066,-3,34.92392,Corals
-86.96712632,20.72239881,-0.6,34.923837,Corals
-86.96628101,20.72297695,-0.6,34.923522,Corals
-86.96585838,20.72315758,-0.6,34.923369,Corals
-86.96662672,20.72321195,-0.4,17.461815,Corals
-86.9655894,20.72339246,-0.6,17.461632,Corals
-86.9653973,20.72344664,-0.6,34.923196,Corals
-86.96537487,20.72355205,-0.6,52.384776,Corals
-86.96470564,20.72406094,-0.6,34.922934,Corals
-86.96360754,20.7240577,-3,52.383832,Corals
-86.96339944,20.72406067,-3.9,34.922483,Corals
-86.9646288,20.72411514,-0.6,17.461452,Corals
-86.96339941,20.72420525,-3.4,34.922477,Corals
-86.96305363,20.72427746,-4.4,34.922355,Corals
-86.96336095,20.72438596,-2.6,34.922456,Corals
-86.96416771,20.72442227,-0.7,34.922732,Corals
-86.96424453,20.7244765,-0.2,17.461378,Corals
-86.96445704,20.72451315,-0.2,32.40379,Corals
-86.96428261,20.72456614,-0.2,33.372959,Corals
-86.96236186,20.72528933,-2.8,34.922074,Corals
-86.96837393,20.72199472,-0.6,9437.834544,NoData 
-86.97033061,20.71675047,-6.9,541.340243,Macroalgae
-86.9707092,20.71893226,-0.8,1071390.707,Macroalgae
-86.97177193,20.71722927,-3.4,87.31413,S&B
-86.97089487,20.71760528,-4.8,122.238673,S&B
-86.97113383,20.71756474,-4.4,319.952225,S&B
-86.97052672,20.718134,MISS,51.449776,S&B
-86.96978139,20.71876453,-4.2,185.222741,S&B
-86.96952932,20.71900288,-3.9,63.975126,S&B
-86.96722274,20.72062778,-5,139.695775,S&B
-86.9697463,20.71717898,-7.7,30439.98974,Octocorals
-86.96764938,20.71897554,-8.3,13641.60028,Octocorals
-86.96962538,20.71667559,-11.2,123.791903,Octocorals_&_corals
-86.9692815,20.71713626,-10.5,717.644752,Octocorals_&_corals
-86.96532634,20.72039631,-11.5,221.90331,Octocorals_&_corals
-86.97302443,20.71831341,-0.7,506.42756,Sediments
-86.97328289,20.71848731,-0.7,72.764148,Sediments
-86.97309328,20.71701784,-0.8,1065.246668,Macroalgae
-86.97167089,20.71756303,-2.8,401.64443,Macroalgae
-86.97054178,20.71905537,-1.1,1239.842859,Macroalgae
-86.96975941,20.71963701,-0.9,349.248588,Macroalgae
-86.96942748,20.71988974,-1.1,1763.698974,Macroalgae
-86.97458308,20.71623903,-0.6,642.879399,Corals
-86.97429216,20.71636402,-0.6,104.779672,Corals
-86.97307262,20.71737948,-0.6,482.580299,Corals
-86.97114175,20.71806228,-2.8,69.850802,Corals
-86.97198688,20.71820699,-0.6,69.85137,Corals
-86.97016439,20.71881774,-2.9,279.40027,Corals
-86.96868272,20.71994132,-3,69.848949,Corals
-86.96870191,20.72006783,-2.6,122.235667,Corals
-86.97275536,20.71730352,-0.9,69.851977,S&B
-86.97290866,20.71745152,-0.6,136.150252,S&B
-86.97106888,20.71886905,-0.6,244.4774,S&B
-86.96877506,20.7192528,-4.9,87.311338,S&B
-86.96922067,20.71936312,-3,69.84937,S&B
-86.96862517,20.7195844,-4.4,69.848941,S&B
-86.97000991,20.71985288,-0.6,135.678544,S&B
-86.97021486,20.72057561,-0.6,838.199401,S&B
-86.9715642,20.71873101,-0.2,34.925518,Corals
-86.97140734,20.7187099,-0.6,52.388197,Corals
-86.97073816,20.71918267,-0.6,34.925215,Corals
-86.97044995,20.71963441,-0.6,34.925096,Corals
-86.96973918,20.71994151,-0.6,34.924839,Corals
-86.96973914,20.72013819,-0.6,45.777867,Corals
-86.96954706,20.72015834,-0.6,34.924763,Corals
-86.96954702,20.72032041,-0.6,46.448833,Corals
-86.97704913,20.71449035,-2.1,429.873553,Sediments
-86.97746443,20.71487571,-2.1,118.904722,Sediments
-86.97768469,20.7151088,-1.9,236.248429,Sediments
-86.97572509,20.71204426,-7.1,401.663163,Macroalgae
-86.97431757,20.71264248,-10.3,237.936252,Macroalgae
-86.97519954,20.7115902,MISS,1.415072,Macroalgae
-86.97467699,20.71293315,-7.8,1728.878377,Macroalgae
-86.97148418,20.71553308,-7.7,576.272811,Macroalgae
-86.97805635,20.71408275,-2.5,56.887502,Corals
-86.97717395,20.71235246,-4.2,69.855438,S&B
-86.97620465,20.71316808,-4,430.792049,S&B
-86.97356236,20.71578561,-3.5,69.85266,S&B
-86.9769758,20.71375679,-0.9,197426.1417,S&B
-86.97664156,20.71237911,-4.8,401.666661,Octocorals
-86.9768925,20.71230585,-4.7,454.059097,Octocorals
-86.97379178,20.7151777,-4.8,995.403383,Octocorals
-86.97097482,20.71567461,-9.6,366.71719,Octocorals
-86.97108008,20.71520424,-11,961.145652,Octocorals_&_corals
-86.98261827,20.71181705,-1.8,7.577578,Seagrass
-86.97768758,20.71414251,-2,96.312525,Seagrass
-86.97727921,20.71420866,-1.9,394.777701,Seagrass
-86.98226687,20.71167902,-1.3,467.847345,Sediments
-86.97699383,20.71500772,-0.9,733.478522,Sediments
-86.97763332,20.71321025,-0.9,454.061908,Macroalgae
-86.98000413,20.71163399,-0.8,1087.626931,Corals
-86.97914091,20.71230885,-0.9,421.122905,Corals
-86.97859232,20.71293694,-0.6,99.908794,Corals
-86.97896023,20.71233462,-1.1,157.177506,S&B
-86.97868307,20.71282365,-0.6,265.535968,S&B
-86.97708226,20.71381456,-0.9,733.480171,S&B
-86.9758098,20.71498174,-0.8,209.562825,S&B
-86.97560233,20.71518954,-0.7,349.270406,S&B
-86.97511327,20.71560425,-0.9,541.366506,S&B
-86.97461662,20.71604179,-0.7,157.170067,S&B
-86.98038169,20.71148628,-0.8,31.772555,Corals
-86.97967454,20.7119584,-0.6,46.760007,Corals
-86.9784992,20.71304066,-0.6,31.121158,Corals
-86.97776923,20.7133465,-0.6,17.463941,Corals
-86.97940206,20.70848494,-9,0.006928,Sediments
-86.97836456,20.70904612,MISS,24.195231,Sediments
-86.98103916,20.70701606,-7.9,104.188479,Macroalgae
-86.98300913,20.70717762,-5.1,454.089305,Macroalgae
-86.98260554,20.70719519,-5.3,1362.262685,Macroalgae
-86.98113783,20.7088235,-5.1,349.292354,Macroalgae
-86.97764723,20.70950104,-9.7,366.744012,Macroalgae
-86.97897021,20.70966265,-5.9,471.534065,Macroalgae
-86.97843991,20.70963143,-6.8,2060.768344,Macroalgae
-86.97894496,20.70861114,MISS,2695.658351,Macroalgae
-86.98717302,20.70726163,-3.7,17.498021,Corals
-86.98150073,20.70968512,-3.1,139.717293,S&B
-86.9805715,20.71042145,-2.9,139.715883,S&B
-86.98017641,20.70969988,-5.1,611.255172,Octocorals
-86.9786277,20.71073473,-5,646.173412,Octocorals
-86.97803944,20.71115921,-5.2,1012.91415,Octocorals
-86.97849367,20.71003275,-6.1,275351.9801,Octocorals
-86.97611822,20.71047902,-11.3,430.892624,Octocorals_&_corals
-86.98382851,20.70970367,-1.2,8898.897054,Seagrass_com
-86.98681843,20.70702587,-2.4,87.328164,Seagrass
-86.98647552,20.70782192,-2.1,69.862224,Seagrass
-86.98628528,20.70795046,-2.3,319.767928,Seagrass
-86.98610581,20.70816136,-2,68.639358,Seagrass
-86.98598514,20.70828954,-1.8,183.387354,Seagrass
-86.98570238,20.70852214,-1.9,69.861635,Seagrass
-86.98566807,20.708668,-2.1,122.228933,Seagrass
-86.98534155,20.70906324,-1.7,243.292141,Seagrass
-86.98436151,20.70947998,-1.7,158.932918,Seagrass
-86.98420113,20.70991204,-1.6,56.412338,Seagrass
-86.98333425,20.71042029,-1.8,52.394882,Seagrass
-86.98284485,20.71078686,-1.9,57.686497,Seagrass
-86.98718828,20.70714059,-3.8,134.352634,Seagrass
-86.98568545,20.70702217,-0.6,314.377887,Macroalgae
-86.98593227,20.70693704,-0.6,477.458033,Corals
-86.98435797,20.70779463,-1.9,209.582314,Corals
-86.98427702,20.70792306,-1.5,122.256229,Corals
-86.98459323,20.70804992,-0.9,279.443643,Corals
-86.98373317,20.70869206,MISS,99.702313,Corals
-86.98376566,20.70882618,-0.6,104.790415,Corals
-86.98314865,20.70907278,-0.7,607.771543,Corals
-86.98295777,20.70928453,-0.6,129.957368,Corals
-86.98309014,20.70949778,-0.9,69.859753,Corals
-86.9825691,20.7098795,-1.1,139.718721,Corals
-86.98237665,20.70984782,-0.9,352.750548,Corals
-86.98090043,20.71031079,-2.2,104.787265,Corals
-86.98211086,20.71034735,-0.7,154.408964,Corals
-86.98156914,20.7107131,-0.7,118.067655,Corals
-86.98115207,20.71103096,-0.6,136.670559,Corals
-86.98562334,20.70782355,-1,4481.615172,S&B
-86.98380087,20.70870193,MISS,64.668158,S&B
-86.98250702,20.70992113,-0.9,122.253795,S&B
-86.98228125,20.70986582,-0.9,172.259864,S&B
-86.98213817,20.71011685,-0.7,134.302205,S&B
-86.98223852,20.71036214,-0.8,104.788634,S&B
-86.98195266,20.71042048,-0.7,739.25474,S&B
-86.98086393,20.71125337,-0.6,81.864172,S&B
-86.98599064,20.70685955,-0.2,34.930987,Corals
-86.98303263,20.70848575,-2.3,34.9299,Corals
-86.98364723,20.70870267,-0.8,34.930102,Corals
-86.9836855,20.70879229,-0.6,12.664781,Corals
-86.98357039,20.70877495,-0.6,34.930073,Corals
-86.98080426,20.71130453,-0.6,32.501882,Corals
-86.98324765,20.70660487,-6.5,331.835496,Sediments
-86.98182996,20.70662515,-8.9,681.126544,Sediments
-86.98270693,20.70552564,MISS,37.400568,Sediments
-86.9833692,20.70491817,-8.6,224.997669,Macroalgae
-86.98293014,20.70537181,-9.1,348.423204,Macroalgae
-86.98394233,20.70578601,-5.6,576.350439,Macroalgae
-86.98255009,20.7058512,-9,634.553079,Macroalgae
-86.98221963,20.70602805,-8.5,38.459202,Macroalgae
-86.9816637,20.70664912,-9,673.846825,Macroalgae
-86.98329678,20.70680836,-5.6,2218.058532,Macroalgae
-86.98649473,20.70580524,-3,280.71547,S&B
-86.98549145,20.70490692,-5.5,384.239876,Octocorals
-86.98471696,20.70595027,-4.4,820.868769,Octocorals
-86.98423813,20.70451446,-7.1,3326.842983,Octocorals_&_corals
-86.98364759,20.70526529,-7,1781.442672,Octocorals_&_corals
-86.98625557,20.70639196,-0.9,419.173167,Macroalgae
-86.9860963,20.70654932,-0.9,314.379306,Macroalgae
-86.98687753,20.7066222,-0.6,709.822057,Corals
-86.98661051,20.70671836,-0.6,324.944127,Corals
-86.98635284,20.70672059,-0.6,582.432398,Corals
